Recording	Participant	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	737	184	83	335	4	416	177	Rectangle		2.78911	1121	1	416	2				
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	422	422	422	422	1	362	422	Rectangle		3.09631	458	1	326	0				
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	1217	406	47	1000	3	199	171	Rectangle	Rectangle	3.44237	1368	1	132	2				
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	501	167	68	267	3	578	68	Rectangle	Rectangle	3.88855	620	2	543	0		980		53.19
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	635	212	119	300	3	310	119	Rectangle		3.97486	920	1	293	0				
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session6.1REAL	Nova	Nova 6th session   	h04-constr-converted	1	h04-constr-converted	Rectangle	2522	631	134	1886	4	0	185	Rectangle		3.91533	3127	1	0	1				
Session6.1REAL	Nova	Nova 6th session   	h07-dilating-converted	1	h07-dilating-converted	Rectangle	846	106	13	200	8	0	13	Rectangle		4.12752	1180	1	0	5				
Session6.1REAL	Nova	Nova 6th session   	h15-dilating-converted	1	h15-dilating-converted	Rectangle	524	175	71	336	3	0	71	Rectangle		3.46099	624	1	0	1		624		721.66
Session6.1REAL	Nova	Nova 6th session   	Entire Recording	1	corgi eating,d00-constr-converted,d03-constr-converted,d11-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-constr-converted,h07-dilating-converted,h15-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	6010	316	37	1667	19	97627	255	Rectangle		3.72054	7018	9	97627	5	116053		343.16	
Session6.1REAL	Nova	Nova 6th session   	Entire Recording	1	corgi eating,d00-constr-converted,d03-constr-converted,d11-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-constr-converted,h07-dilating-converted,h15-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	3512	251	47	1000	14	110736	177	Rectangle		3.42744	4486	6	110736	4		150164		53.19
Session6.1REAL	Nova	Nova 6th session   	Entire Recording	1	corgi eating,d00-constr-converted,d03-constr-converted,d11-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-constr-converted,h07-dilating-converted,h15-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	1969	984	667	1301	2	161897	1301	Rectangle		3.51034	2135	1	161897	0				
Session6.1REAL	Nova	Nova 6th session   	Entire Recording	1	corgi eating,d00-constr-converted,d03-constr-converted,d11-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-constr-converted,h07-dilating-converted,h15-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	1503	215	117	390	7	120815	152	Rectangle		3.22645	4245	1	120815	3				
Session6.1REAL	Nova	Nova 6th session   	Entire Recording	1	corgi eating,d00-constr-converted,d03-constr-converted,d11-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-constr-converted,h07-dilating-converted,h15-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	2522	631	134	1886	4	144919	185	Rectangle		3.91533	3127	1	144919	1				
Session6.1REAL	Nova	Nova 6th session   	Entire Recording	1	corgi eating,d00-constr-converted,d03-constr-converted,d11-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-constr-converted,h07-dilating-converted,h15-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	846	106	13	200	8	173684	13	Rectangle		4.12752	1180	1	173684	5				
Session6.1REAL	Nova	Nova 6th session   	Entire Recording	1	corgi eating,d00-constr-converted,d03-constr-converted,d11-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-constr-converted,h07-dilating-converted,h15-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	524	175	71	336	3	133052	71	Rectangle		3.46099	624	1	133052	1		133676		721.66
Session6.1REAL	Nova	Nova 6th session   	Entire Recording	1	corgi eating,d00-constr-converted,d03-constr-converted,d11-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-constr-converted,h07-dilating-converted,h15-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	2145	179	100	441	12	106600	441	Rectangle		2.86222	2733	1	106529	9				
Session5.1	Nova	Nova 5th session  	b04-constr-converted	1	b04-constr-converted	Rectangle	0				0						0	0		0				
Session5.1	Nova	Nova 5th session  	b13-dilating (1)-converted	1	b13-dilating (1)-converted	Rectangle	0				0						0	0		0				
Session5.1	Nova	Nova 5th session  	d05-constr-converted	1	d05-constr-converted	Rectangle	0				0						0	0		0				
Session5.1	Nova	Nova 5th session  	d15-constr-converted	1	d15-constr-converted	Rectangle	2874	319	89	636	9	0	203	Rectangle		4.21954	4159	1	0	5				
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	672	134	83	254	5	3111	254	Rectangle		5.13856	909	1	3091	3				
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	700	700	700	700	1	1477	700	Rectangle		4.15555	717	1	1460	0				
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	750	750	750	750	1	1234	750	Rectangle		5.21254	783	1	1201	0	1201		35.18	
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	101	101	101	101	1	445	101	Rectangle		5.60862	136	1	410	0				
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	1324	662	70	1254	2	300	70	Rectangle		3.96505	1376	1	300	0				
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	1350	675	117	1233	2	94	117	Rectangle		4.00952	1433	1	28	1	28		319.84	
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	176	176	176	176	1	243	176	Rectangle		4.95904	212	1	207	0		419		242.36
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session5.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session5.1	Nova	Nova 5th session  	h00-dilating-converted	1	h00-dilating-converted	Rectangle	910	227	71	448	4	0	448	Rectangle		5.10619	1208	2	0	0		1048		881.48
Session5.1	Nova	Nova 5th session  	h15-constr-converted	1	h15-constr-converted	Rectangle	2392	399	67	1667	6	267	67	Rectangle		3.83409	2946	2	267	0	3180	2880	554.27	387.15
Session5.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	2222	278	83	750	8	79699	254	Rectangle		4.87634	2545	4	79678	3	102303		35.18	
Session5.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	2851	570	70	1254	5	87598	70	Rectangle		4.04471	3021	3	87598	1	99587	112005	319.84	242.36
Session5.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	0				0			Rectangle			0	0		0				
Session5.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	0				0			Rectangle			0	0		0				
Session5.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	910	227	71	448	4	107355	448	Rectangle		5.10619	1208	2	107355	0		108403		881.48
Session5.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	2874	319	89	636	9	95178	203	Rectangle		4.21954	4159	1	95178	5				
Session5.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	0				0			Rectangle			0	0		0				
Session5.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	2392	399	67	1667	6	83334	67	Rectangle		3.83409	2946	2	83334	0	86246	85946	554.27	387.15
Session6.1	Nova	Nova 5th session  	b04-constr-converted	1	b04-constr-converted	Rectangle	0				0						0	0		0				
Session6.1	Nova	Nova 5th session  	b13-dilating (1)-converted	1	b13-dilating (1)-converted	Rectangle	1112	1112	1112	1112	1	0	1112	Rectangle		4.98381	1112	1	0	0				
Session6.1	Nova	Nova 5th session  	d05-constr-converted	1	d05-constr-converted	Rectangle	1602	400	147	1022	4	0	147	Rectangle		4.87266	1819	1	0	1				
Session6.1	Nova	Nova 5th session  	d15-constr-converted	1	d15-constr-converted	Rectangle	3299	471	67	1400	7	0	93	Rectangle	Rectangle	3.68572	4199	1	0	2				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	4066	678	41	1333	6	0	1292	Rectangle	Rectangle	3.76614	4450	1	0	4				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	4117	457	67	1517	9	0	833	Rectangle	Rectangle	4.10381	4467	1	0	5				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	736	147	67	317	5	2461	150	Rectangle		4.27998	956	1	2426	1				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	2250	2250	2250	2250	1	1198	2250	Rectangle		4.9795	2353	1	1095	0				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	1392	348	150	542	4	56	150	Rectangle	Rectangle	3.70994	1708	1	39	1				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	1545	773	567	978	2	0	978	Rectangle	Rectangle	3.64624	1662	1	0	1				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session6.1	Nova	Nova 5th session  	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session6.1	Nova	Nova 5th session  	h00-dilating-converted	1	h00-dilating-converted	Rectangle	2129	266	32	566	8	0	32	Rectangle		4.22494	2712	2	0	1		1465		154.24
Session6.1	Nova	Nova 5th session  	h15-constr-converted	1	h15-constr-converted	Rectangle	2846	711	102	1500	4	0	544	Rectangle		3.56925	4187	1	0	1				
Session6.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	11170	532	41	2250	21	268853	1292	Rectangle		4.16885	12226	4	268853	10				
Session6.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	2937	490	150	978	6	267162	150	Rectangle		3.67628	3370	2	267145	2				
Session6.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	1112	1112	1112	1112	1	324809	1112	Rectangle		4.98381	1112	1	324809	0				
Session6.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	0				0			Rectangle			0	0		0				
Session6.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	2129	266	32	566	8	286946	32	Rectangle		4.22494	2712	2	286946	1		288411		154.24
Session6.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	3299	471	67	1400	7	274968	93	Rectangle		3.68572	4199	1	274968	2				
Session6.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	1602	400	147	1022	4	312399	147	Rectangle		4.87266	1819	1	312399	1				
Session6.1	Nova	Nova 5th session  	Entire Recording	1	b04-constr-converted,b13-dilating (1)-converted,corgi eating,d05-constr-converted,d15-constr-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h00-dilating-converted,h15-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	2846	711	102	1500	4	262858	544	Rectangle		3.56925	4187	1	262858	1				
Session8.1	Nova	Nova 8th session  	b04-dilating	1	b04-dilating	Rectangle	1541	193	67	533	8	207	269	Rectangle	Rectangle	2.42867	3824	2	157	1	3477		646.17	
Session8.1	Nova	Nova 8th session  	d01-constr	1	d01-constr	Rectangle	479	160	12	267	3	0	12	Rectangle		2.49803	1062	1	0	0				
Session8.1	Nova	Nova 8th session  	d08-dilating	1	d08-dilating	Rectangle	490	163	23	400	3	0	23	Rectangle		2.51889	673	1	0	1				
Session8.1	Nova	Nova 8th session  	d09-dilating	1	d09-dilating	Rectangle	0				0						0	0		0				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	570	114	67	201	5	129	119	Rectangle		2.84587	3479	1	129	1				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	801	160	1	367	5	0	1	Rectangle		2.5084	1051	1	0	1				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	1029	172	67	282	6	0	282	Rectangle		2.54129	1220	1	0	3				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	233	233	233	233	1	491	233	Rectangle		2.54004	233	1	491	0				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	117	117	117	117	1	297	117	Rectangle		2.39423	183	1	230	0				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	999	166	83	317	6	367	167	Rectangle	Rectangle	2.52734	1266	1	317	3				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session8.1	Nova	Nova 8th session  	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session8.1	Nova	Nova 8th session  	h03-dilating	1	h03-dilating	Rectangle	746	187	84	393	4	347	84	Rectangle		2.67616	1592	1	347	1				
Session8.1	Nova	Nova 8th session  	h12-constr	1	h12-constr	Rectangle	221	110	100	121	2	0	121	Rectangle		2.75573	238	1	0	1				
Session8.1	Nova	Nova 8th session  	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	1370	137	1	367	10	288767	119	Rectangle		2.64833	4530	2	288767	2				
Session8.1	Nova	Nova 8th session  	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	2379	170	67	317	14	314976	282	Rectangle		2.52783	2902	4	314976	6				
Session8.1	Nova	Nova 8th session  	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	221	110	100	121	2	371679	121	Rectangle		2.75573	238	1	371679	1				
Session8.1	Nova	Nova 8th session  	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	490	163	23	400	3	323139	23	Rectangle		2.51889	673	1	323139	1				
Session8.1	Nova	Nova 8th session  	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	0				0			Rectangle			0	0		0				
Session8.1	Nova	Nova 8th session  	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	1541	193	67	533	8	310935	269	Rectangle		2.42867	3824	2	310885	1	314206		646.17	
Session8.1	Nova	Nova 8th session  	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	746	187	84	393	4	360383	84	Rectangle		2.67616	1592	1	360383	1				
Session8.1	Nova	Nova 8th session  	Entire Recording	1	b04-dilating,corgi eating,d01-constr,d08-dilating,d09-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h03-dilating,h12-constr,squirrel,tiktok animals,Untitled design	Rectangle	479	160	12	267	3	335166	12	Rectangle		2.49803	1062	1	335166	0				
Session16.1	Nova	Nova 16th session  	b00-constr	1	b00-constr	Rectangle	2376	119	44	350	20	0	44	Rectangle		3.77292	4196	1	0	8				
Session16.1	Nova	Nova 16th session  	b05-dilating	1	b05-dilating	Rectangle	2830	236	83	1133	12	4	100	Rectangle	Rectangle	3.95428	3937	2	0	4				
Session16.1	Nova	Nova 16th session  	b08-constr	1	b08-constr	Rectangle	3162	527	29	1016	6	0	29	Rectangle		4.092	3917	1	0	4				
Session16.1	Nova	Nova 16th session  	b08-dilating	1	b08-dilating	Rectangle	1675	140	19	317	12	99	240	Rectangle	Rectangle	3.87961	3726	2	99	3				
Session16.1	Nova	Nova 16th session  	b11-constr	1	b11-constr	Rectangle	1604	123	60	419	13	26	100	Rectangle	Rectangle	3.96924	3655	2	9	2	826		425.5	
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	2161	196	67	450	11	0	345	Rectangle		3.7123	3144	2	0	5				
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	1410	128	66	283	11	0	227	Rectangle		3.37587	2260	1	0	3				
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	996	498	200	796	2	3705	200	Rectangle	Rectangle	3.85392	1096	1	3622	1	3622		345.14	
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	517	259	66	451	2	2722	66	Rectangle		3.86946	667	1	2705	0		3372		335.6
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	1131	377	141	783	3	0	141	Rectangle	Rectangle	3.38882	1549	2	0	0				
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	176	59	6	100	3	0	6	Rectangle		3.73213	443	1	0	1				
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	1134	378	83	833	3	0	218	Rectangle		3.72126	1351	1	0	0				
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	380	95	67	116	4	0	97	Rectangle		3.99136	497	2	0	1				
Session16.1	Nova	Nova 16th session  	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	301	150	92	209	2	782	209	Rectangle	Rectangle	4.37131	390	1	709	1				
Session16.1	Nova	Nova 16th session  	h13-constr	1	h13-constr	Rectangle	1880	157	42	468	12	0	338	Rectangle	Rectangle	3.53939	4198	1	0	1				
Session16.1	Nova	Nova 16th session  	Entire Recording	1	b00-constr,b05-dilating,b08-constr,b08-dilating,b11-constr,corgi eating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h13-constr,squirrel,tiktok animals,Untitled design	Rectangle	5084	196	66	796	26	109240	345	Rectangle		3.66154	7166	5	109240	9	162433	175211	345.14	335.6
Session16.1	Nova	Nova 16th session  	Entire Recording	1	b00-constr,b05-dilating,b08-constr,b08-dilating,b11-constr,corgi eating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h13-constr,squirrel,tiktok animals,Untitled design	Rectangle	3122	208	6	833	15	119368	141	Rectangle		3.69841	4230	7	119368	3				
Session16.1	Nova	Nova 16th session  	Entire Recording	1	b00-constr,b05-dilating,b08-constr,b08-dilating,b11-constr,corgi eating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h13-constr,squirrel,tiktok animals,Untitled design	Rectangle	2830	236	83	1133	12	152916	100	Rectangle		3.95428	3950	2	152899	4				
Session16.1	Nova	Nova 16th session  	Entire Recording	1	b00-constr,b05-dilating,b08-constr,b08-dilating,b11-constr,corgi eating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h13-constr,squirrel,tiktok animals,Untitled design	Rectangle	1604	123	60	419	13	140733	100	Rectangle		3.96924	3655	2	140716	2	141533		425.5	
Session16.1	Nova	Nova 16th session  	Entire Recording	1	b00-constr,b05-dilating,b08-constr,b08-dilating,b11-constr,corgi eating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h13-constr,squirrel,tiktok animals,Untitled design	Rectangle	2376	119	44	350	20	128330	44	Rectangle		3.77292	4196	1	128330	8				
Session16.1	Nova	Nova 16th session  	Entire Recording	1	b00-constr,b05-dilating,b08-constr,b08-dilating,b11-constr,corgi eating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h13-constr,squirrel,tiktok animals,Untitled design	Rectangle	3162	527	29	1016	6	180569	29	Rectangle		4.092	3917	1	180569	4				
Session16.1	Nova	Nova 16th session  	Entire Recording	1	b00-constr,b05-dilating,b08-constr,b08-dilating,b11-constr,corgi eating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h13-constr,squirrel,tiktok animals,Untitled design	Rectangle	1880	157	42	468	12	115170	338	Rectangle		3.53939	4198	1	115170	1				
Session16.1	Nova	Nova 16th session  	Entire Recording	1	b00-constr,b05-dilating,b08-constr,b08-dilating,b11-constr,corgi eating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h13-constr,squirrel,tiktok animals,Untitled design	Rectangle	1675	140	19	317	12	165956	240	Rectangle		3.87961	3726	2	165956	3				
