Recording	Participant	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Session1.1	Nova	Nova 1st session	Entire Recording	1	b02-dilating_converted,d02-constr_converted,d09-constr_converted,d11-dilating_converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h06-dilating_converted,h10-dilating_converted,Screen Recording 2023-07-28 at 14.24.39 - Copy,Screen Recording 2023-07-29 at 14.16.03 - Copy,Screen Recording 2023-07-29 at 14.19.49 - Copy	Rectangle	1552	310	133	646	5	238476	133	Rectangle		5.10139	1790	1	238441	3				
Session1.1	Nova	Nova 1st session	Entire Recording	1	b02-dilating_converted,d02-constr_converted,d09-constr_converted,d11-dilating_converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h06-dilating_converted,h10-dilating_converted,Screen Recording 2023-07-28 at 14.24.39 - Copy,Screen Recording 2023-07-29 at 14.16.03 - Copy,Screen Recording 2023-07-29 at 14.19.49 - Copy	Rectangle	2159	432	68	1015	5	228166	156	Rectangle		5.08388	4148	1	228166	2				
Session1.1	Nova	Nova 1st session	Entire Recording	1	b02-dilating_converted,d02-constr_converted,d09-constr_converted,d11-dilating_converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h06-dilating_converted,h10-dilating_converted,Screen Recording 2023-07-28 at 14.24.39 - Copy,Screen Recording 2023-07-29 at 14.16.03 - Copy,Screen Recording 2023-07-29 at 14.19.49 - Copy	Rectangle	3633	519	191	1452	7	205200	367	Rectangle		5.03528	3965	1	205165	5	205165		259.02	
Session1.1	Nova	Nova 1st session	Entire Recording	1	b02-dilating_converted,d02-constr_converted,d09-constr_converted,d11-dilating_converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h06-dilating_converted,h10-dilating_converted,Screen Recording 2023-07-28 at 14.24.39 - Copy,Screen Recording 2023-07-29 at 14.16.03 - Copy,Screen Recording 2023-07-29 at 14.19.49 - Copy	Rectangle	1550	172	67	403	9	217453	167	Rectangle		5.23747	4166	1	217420	3				
Session1.1	Nova	Nova 1st session	Entire Recording	1	b02-dilating_converted,d02-constr_converted,d09-constr_converted,d11-dilating_converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h06-dilating_converted,h10-dilating_converted,Screen Recording 2023-07-28 at 14.24.39 - Copy,Screen Recording 2023-07-29 at 14.16.03 - Copy,Screen Recording 2023-07-29 at 14.19.49 - Copy	Rectangle	2671	243	19	652	11	174483	137	Rectangle		4.64595	4043	1	174415	6				
SessionR4.1	Nova	Nova Rerun 4	b07-constr	1	b07-constr	Rectangle	4158	1040	88	3263	4	0	3263	Rectangle	Rectangle	3.23358	4364	1	0	0				
SessionR4.1	Nova	Nova Rerun 4	b11-dilating	1	b11-dilating	Rectangle	2387	239	66	854	10	0	106	Rectangle		3.70603	2966	2	0	3				
SessionR4.1	Nova	Nova Rerun 4	b12-dilating	1	b12-dilating	Rectangle	2823	235	67	780	12	0	243	Rectangle		4.27525	3346	2	0	6				
SessionR4.1	Nova	Nova Rerun 4	d05-constr	1	d05-constr	Rectangle	3758	313	69	1532	12	0	296	Rectangle	Rectangle	3.88415	4634	1	0	5				
SessionR4.1	Nova	Nova Rerun 4	d13-constr	1	d13-constr	Rectangle	1659	1659	1659	1659	1	2506	1659	Rectangle	Rectangle	4.87538	1659	1	2506	0				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	3726	373	66	1239	10	0	594	Rectangle		3.51546	4579	1	0	6				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	3738	197	69	498	19	0	103	Rectangle	Rectangle	4.04049	4581	1	0	9				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	830	166	83	330	5	0	330	Rectangle		4.20641	897	1	0	4		897		311.75
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	2696	539	23	1626	5	0	1626	Rectangle	Rectangle	3.33521	2782	1	0	4				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	2297	287	70	978	8	0	457	Rectangle	Rectangle	3.95901	2932	1	0	4				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	2399	267	67	1163	9	0	1163	Rectangle	Rectangle	4.38682	2682	6	0	2				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
SessionR4.1	Nova	Nova Rerun 4	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	345	345	345	345	1	0	345	Rectangle		4.57126	345	1	0	0		345		258.3
SessionR4.1	Nova	Nova Rerun 4	h09-constr (1)	1	h09-constr	Rectangle	3229	323	71	965	10	0	232	Rectangle	Rectangle	4.06017	4448	1	0	5				
SessionR4.1	Nova	Nova Rerun 4	Entire Recording	1	b07-constr,b11-dilating,b12-dilating,corgi eating,d05-constr,d13-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,squirrel,tiktok animals,Untitled design	Rectangle	8294	244	66	1239	34	155997	594	Rectangle		3.82035	10057	3	155997	19		186995		311.75
SessionR4.1	Nova	Nova Rerun 4	Entire Recording	1	b07-constr,b11-dilating,b12-dilating,corgi eating,d05-constr,d13-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,squirrel,tiktok animals,Untitled design	Rectangle	7737	336	23	1626	23	153215	1626	Rectangle		3.90753	8741	9	153215	10		212547		258.3
SessionR4.1	Nova	Nova Rerun 4	Entire Recording	1	b07-constr,b11-dilating,b12-dilating,corgi eating,d05-constr,d13-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,squirrel,tiktok animals,Untitled design	Rectangle	2387	239	66	854	10	134259	106	Rectangle		3.70603	2966	2	134259	3				
SessionR4.1	Nova	Nova Rerun 4	Entire Recording	1	b07-constr,b11-dilating,b12-dilating,corgi eating,d05-constr,d13-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,squirrel,tiktok animals,Untitled design	Rectangle	4158	1040	88	3263	4	148851	3263	Rectangle		3.23358	4364	1	148851	0				
SessionR4.1	Nova	Nova Rerun 4	Entire Recording	1	b07-constr,b11-dilating,b12-dilating,corgi eating,d05-constr,d13-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,squirrel,tiktok animals,Untitled design	Rectangle	1659	1659	1659	1659	1	210543	1659	Rectangle		4.87538	1659	1	210543	0				
SessionR4.1	Nova	Nova Rerun 4	Entire Recording	1	b07-constr,b11-dilating,b12-dilating,corgi eating,d05-constr,d13-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,squirrel,tiktok animals,Untitled design	Rectangle	3229	323	71	965	10	178785	232	Rectangle		4.06017	4448	1	178785	5				
SessionR4.1	Nova	Nova Rerun 4	Entire Recording	1	b07-constr,b11-dilating,b12-dilating,corgi eating,d05-constr,d13-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,squirrel,tiktok animals,Untitled design	Rectangle	3758	313	69	1532	12	163741	296	Rectangle		3.88415	4634	1	163741	5				
SessionR4.1	Nova	Nova Rerun 4	Entire Recording	1	b07-constr,b11-dilating,b12-dilating,corgi eating,d05-constr,d13-constr,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,squirrel,tiktok animals,Untitled design	Rectangle	2823	235	67	780	12	195322	243	Rectangle		4.27525	3346	2	195322	6				
Session14.1	Nova	Nova 14th session	b01-constr	1	b01-constr	Rectangle	2729	227	70	760	12	327	70	Rectangle		3.26894	3357	1	222	7	222		805.21	
Session14.1	Nova	Nova 14th session	d00-dilating	1	d00-dilating	Rectangle	757	252	90	534	3	0	90	Rectangle		3.22524	790	1	0	2				
Session14.1	Nova	Nova 14th session	d04-dilating	1	d04-dilating	Rectangle	3263	297	101	867	11	0	394	Rectangle	Rectangle	3.24205	4231	1	0	6				
Session14.1	Nova	Nova 14th session	d07-dilating	1	d07-dilating	Rectangle	3335	176	70	434	19	48	70	Rectangle		3.21569	4118	1	14	12				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	433	108	66	216	4	0	216	Rectangle		3.35022	633	2	0	1				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	2807	401	84	746	7	0	746	Rectangle		3.3267	3190	1	0	3		3190		338.02
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	1314	263	100	504	5	53	100	Rectangle		3.11261	1450	1	20	3				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	1357	339	100	974	4	75	100	Rectangle	Rectangle	3.29199	1808	1	58	1				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	166	83	32	133	2	0	32	Rectangle		3.62236	283	1	0	0				
Session14.1	Nova	Nova 14th session	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session14.1	Nova	Nova 14th session	h09-constr	1	h09-constr	Rectangle	229	115	90	139	2	0	90	Rectangle		3.37373	264	1	0	1				
Session14.1	Nova	Nova 14th session	h11-dilating	1	h11-dilating	Rectangle	0				0						0	0		0				
Session14.1	Nova	Nova 14th session	Entire Recording	1	b01-constr,corgi eating,d00-dilating,d04-dilating,d07-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,h11-dilating,squirrel,tiktok animals,Untitled design	Rectangle	3239	294	66	746	11	180804	216	Rectangle		3.32985	3823	3	180804	4		244156		338.02
Session14.1	Nova	Nova 14th session	Entire Recording	1	b01-constr,corgi eating,d00-dilating,d04-dilating,d07-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,h11-dilating,squirrel,tiktok animals,Untitled design	Rectangle	2837	258	32	974	11	191495	100	Rectangle		3.22944	3540	3	191462	4				
Session14.1	Nova	Nova 14th session	Entire Recording	1	b01-constr,corgi eating,d00-dilating,d04-dilating,d07-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,h11-dilating,squirrel,tiktok animals,Untitled design	Rectangle	3335	176	70	434	19	234892	70	Rectangle		3.21569	4118	1	234857	12				
Session14.1	Nova	Nova 14th session	Entire Recording	1	b01-constr,corgi eating,d00-dilating,d04-dilating,d07-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,h11-dilating,squirrel,tiktok animals,Untitled design	Rectangle	229	115	90	139	2	199321	90	Rectangle		3.37373	264	1	199321	1				
Session14.1	Nova	Nova 14th session	Entire Recording	1	b01-constr,corgi eating,d00-dilating,d04-dilating,d07-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,h11-dilating,squirrel,tiktok animals,Untitled design	Rectangle	3263	297	101	867	11	246946	394	Rectangle		3.24205	4231	1	246946	6				
Session14.1	Nova	Nova 14th session	Entire Recording	1	b01-constr,corgi eating,d00-dilating,d04-dilating,d07-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,h11-dilating,squirrel,tiktok animals,Untitled design	Rectangle	0				0			Rectangle			0	0		0				
Session14.1	Nova	Nova 14th session	Entire Recording	1	b01-constr,corgi eating,d00-dilating,d04-dilating,d07-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,h11-dilating,squirrel,tiktok animals,Untitled design	Rectangle	2729	227	70	760	12	187520	70	Rectangle		3.26894	3357	1	187416	7	187416		805.21	
Session14.1	Nova	Nova 14th session	Entire Recording	1	b01-constr,corgi eating,d00-dilating,d04-dilating,d07-dilating,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h09-constr,h11-dilating,squirrel,tiktok animals,Untitled design	Rectangle	757	252	90	534	3	258272	90	Rectangle		3.22524	790	1	258272	2				
Session9.1	Nova	Nova 9th session   	b07-dilating-converted	1	b07-dilating-converted	Rectangle	133	67	67	67	2	264	67	Rectangle		2.20368	167	1	247	1				
Session9.1	Nova	Nova 9th session   	b09-dilating-converted	1	b09-dilating-converted	Rectangle	150	75	67	83	2	1448	67	Rectangle		2.03119	800	1	1415	0				
Session9.1	Nova	Nova 9th session   	d01-dilating-converted	1	d01-dilating-converted	Rectangle	1352	113	21	367	12	0	109	Rectangle	Rectangle	2.0306	4214	1	0	2				
Session9.1	Nova	Nova 9th session   	d10-dilating-converted	1	d10-dilating-converted	Rectangle	2112	235	11	668	9	0	11	Rectangle		2.136	3545	1	0	3				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	504	126	67	233	4	572	67	Rectangle	Rectangle	2.50758	854	2	555	0				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	1018	204	83	435	5	2219	435	Rectangle		2.02269	2201	1	2219	0				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	62	62	62	62	1	0	62	Rectangle		2.08041	62	1	0	0				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	629	126	67	167	5	0	146	Rectangle		2.05583	1062	1	0	0				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	1298	130	27	300	10	0	27	Rectangle	Rectangle	2.07929	1665	1	0	6				
Session9.1	Nova	Nova 9th session   	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	864	144	67	333	6	19	183	Rectangle	Rectangle	2.17737	1066	1	0	4				
Session9.1	Nova	Nova 9th session   	h07-constr-converted	1	h07-constr-converted	Rectangle	1397	175	67	401	8	486	401	Rectangle	Rectangle	2.18811	3946	1	486	3				
Session9.1	Nova	Nova 9th session   	h08-dilating-converted	1	h08-dilating-converted	Rectangle	1955	326	67	917	6	53	167	Rectangle		2.23355	4133	1	19	2				
Session9.1	Nova	Nova 9th session   	Entire Recording	1	b07-dilating-converted,b09-dilating-converted,corgi eating,d01-dilating-converted,d10-dilating-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h07-constr-converted,h08-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	1584	158	62	435	10	116391	67	Rectangle		2.17824	3118	4	116374	0				
Session9.1	Nova	Nova 9th session   	Entire Recording	1	b07-dilating-converted,b09-dilating-converted,corgi eating,d01-dilating-converted,d10-dilating-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h07-constr-converted,h08-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	2791	133	27	333	21	152737	146	Rectangle		2.10434	3808	3	152737	10	191619		37.95	
Session9.1	Nova	Nova 9th session   	Entire Recording	1	b07-dilating-converted,b09-dilating-converted,corgi eating,d01-dilating-converted,d10-dilating-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h07-constr-converted,h08-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	150	75	67	83	2	136759	67	Rectangle		2.03119	800	1	136726	0				
Session9.1	Nova	Nova 9th session   	Entire Recording	1	b07-dilating-converted,b09-dilating-converted,corgi eating,d01-dilating-converted,d10-dilating-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h07-constr-converted,h08-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	1397	175	67	401	8	173611	401	Rectangle		2.18811	3946	1	173611	3				
Session9.1	Nova	Nova 9th session   	Entire Recording	1	b07-dilating-converted,b09-dilating-converted,corgi eating,d01-dilating-converted,d10-dilating-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h07-constr-converted,h08-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	1955	326	67	917	6	187519	167	Rectangle		2.23355	4133	1	187486	2		191619		37.95
Session9.1	Nova	Nova 9th session   	Entire Recording	1	b07-dilating-converted,b09-dilating-converted,corgi eating,d01-dilating-converted,d10-dilating-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h07-constr-converted,h08-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	133	67	67	67	2	122499	67	Rectangle		2.20368	167	1	122483	1				
Session9.1	Nova	Nova 9th session   	Entire Recording	1	b07-dilating-converted,b09-dilating-converted,corgi eating,d01-dilating-converted,d10-dilating-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h07-constr-converted,h08-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	1352	113	21	367	12	148522	109	Rectangle		2.0306	4214	1	148522	2				
Session9.1	Nova	Nova 9th session   	Entire Recording	1	b07-dilating-converted,b09-dilating-converted,corgi eating,d01-dilating-converted,d10-dilating-converted,fish,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h07-constr-converted,h08-dilating-converted,squirrel,tiktok animals,Untitled design	Rectangle	2112	235	11	668	9	160599	11	Rectangle		2.136	3545	1	160599	3				
Session4.2	Nova	Nova 4th session  	b05-constr-converted	1	b05-constr-converted	Rectangle	1613	1613	1613	1613	1	0	1613	Rectangle		4.88389	1613	1	0	0				
Session4.2	Nova	Nova 4th session  	b14-dilating (1)-converted	1	b14-dilating (1)-converted	Rectangle	1460	730	401	1059	2	0	1059	Rectangle		5.04117	1513	1	0	0				
Session4.2	Nova	Nova 4th session  	b15-constr (1)-converted	1	b15-constr (1)-converted	Rectangle	4165	1041	67	3902	4	0	113	Rectangle	Rectangle	3.60301	4214	1	0	3				
Session4.2	Nova	Nova 4th session  	d14-dilating-converted	1	d14-dilating-converted	Rectangle	3929	302	20	1351	13	0	20	Rectangle	Rectangle	3.43935	4248	1	0	10				
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	3547	296	23	807	12	0	23	Rectangle	Rectangle	3.9756	4398	1	0	6				
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	3156	210	15	624	15	0	15	Rectangle	Rectangle	3.63415	4344	1	0	6				
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	2554	426	100	769	6	0	638	Rectangle		4.02736	2974	2	0	2	2040	1540	360.89	34.14
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	1093	219	67	467	5	0	259	Rectangle		4.03298	1610	1	0	1		1610		220.33
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	0				0						0	0		0				
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	433	217	67	367	2	398	367	Rectangle		6.0772	500	1	382	0				
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds - Trim	1	Grey screen 4 seconds - Trim	Rectangle	1150	230	51	432	5	0	432	Rectangle	Rectangle	3.62994	1349	1	0	1				
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds - Trim	2	Grey screen 4 seconds - Trim	Rectangle	1279	1279	1279	1279	1	0	1279	Rectangle	Rectangle	3.4087	1279	1	0	0				
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds - Trim	3	Grey screen 4 seconds - Trim	Rectangle	1280	320	100	875	4	0	171	Rectangle	Rectangle	3.94194	1379	1	0	3				
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds - Trim	4	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds - Trim	5	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session4.2	Nova	Nova 4th session  	Grey screen 4 seconds - Trim	6	Grey screen 4 seconds - Trim	Rectangle	0				0						0	0		0				
Session4.2	Nova	Nova 4th session  	h04-dilating-converted	1	h04-dilating-converted	Rectangle	2195	732	368	1310	3	0	1310	Rectangle		4.18236	2247	2	0	1		3690		225.82
Session4.2	Nova	Nova 4th session  	h11-constr-converted	1	h11-constr-converted	Rectangle	4081	680	83	1667	6	0	318	Rectangle	Rectangle	4.10396	4231	1	0	5				
Session4.2	Nova	Nova 4th session  	Entire Recording	1	b05-constr-converted,b14-dilating (1)-converted,b15-constr (1)-converted,corgi eating,d14-dilating-converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-dilating-converted,h11-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	10784	270	15	807	40	51208	23	Rectangle		3.97983	13826	6	51208	15	76365	75865	360.89	34.14
Session4.2	Nova	Nova 4th session  	Entire Recording	1	b05-constr-converted,b14-dilating (1)-converted,b15-constr (1)-converted,corgi eating,d14-dilating-converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-dilating-converted,h11-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	3708	371	51	1279	10	61652	432	Rectangle		3.66001	4007	3	61652	4				
Session4.2	Nova	Nova 4th session  	Entire Recording	1	b05-constr-converted,b14-dilating (1)-converted,b15-constr (1)-converted,corgi eating,d14-dilating-converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-dilating-converted,h11-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	4081	680	83	1667	6	80493	318	Rectangle		4.10396	4231	1	80493	5				
Session4.2	Nova	Nova 4th session  	Entire Recording	1	b05-constr-converted,b14-dilating (1)-converted,b15-constr (1)-converted,corgi eating,d14-dilating-converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-dilating-converted,h11-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	4165	1041	67	3902	4	57438	113	Rectangle		3.60301	4214	1	57438	3				
Session4.2	Nova	Nova 4th session  	Entire Recording	1	b05-constr-converted,b14-dilating (1)-converted,b15-constr (1)-converted,corgi eating,d14-dilating-converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-dilating-converted,h11-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	1460	730	401	1059	2	107012	1059	Rectangle		5.04117	1513	1	107012	0				
Session4.2	Nova	Nova 4th session  	Entire Recording	1	b05-constr-converted,b14-dilating (1)-converted,b15-constr (1)-converted,corgi eating,d14-dilating-converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-dilating-converted,h11-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	1613	1613	1613	1613	1	118290	1613	Rectangle		4.88389	1613	1	118290	0				
Session4.2	Nova	Nova 4th session  	Entire Recording	1	b05-constr-converted,b14-dilating (1)-converted,b15-constr (1)-converted,corgi eating,d14-dilating-converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-dilating-converted,h11-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	3929	302	20	1351	13	68799	20	Rectangle		3.43935	4248	1	68799	10				
Session4.2	Nova	Nova 4th session  	Entire Recording	1	b05-constr-converted,b14-dilating (1)-converted,b15-constr (1)-converted,corgi eating,d14-dilating-converted,Grey screen 4 seconds,Grey screen 4 seconds - Trim,h04-dilating-converted,h11-constr-converted,squirrel,tiktok animals,Untitled design	Rectangle	2195	732	368	1310	3	95483	1310	Rectangle		4.18236	2247	2	95483	1		99173		225.82
Session6.1REAL	Nova	Nova 6th session   	d00-constr-converted	1	d00-constr-converted	Rectangle	1503	215	117	390	7	0	152	Rectangle		3.22645	4245	1	0	3				
Session6.1REAL	Nova	Nova 6th session   	d03-constr-converted	1	d03-constr-converted	Rectangle	2145	179	100	441	12	528	441	Rectangle		2.86222	2733	1	457	9				
Session6.1REAL	Nova	Nova 6th session   	d11-constr-converted	1	d11-constr-converted	Rectangle	1969	984	667	1301	2	427	1301	Rectangle		3.51034	2135	1	427	0				
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds	1	Grey screen 4 seconds	Rectangle	2895	414	57	1667	7	0	255	Rectangle	Rectangle	3.5049	3145	2	0	2				
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds	2	Grey screen 4 seconds	Rectangle	164	164	164	164	1	4200	164	Rectangle	Rectangle	3.40127	281	1	4084	0	4084		343.16	
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds	3	Grey screen 4 seconds	Rectangle	248	124	71	178	2	982	71	Rectangle	Rectangle	4.01177	442	2	894	0	894		333.24	
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds	4	Grey screen 4 seconds	Rectangle	720	240	103	333	3	0	103	Rectangle		3.8062	753	1	0	2				
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds	5	Grey screen 4 seconds	Rectangle	611	122	37	233	5	0	37	Rectangle		3.93505	973	2	0	1				
Session6.1REAL	Nova	Nova 6th session   	Grey screen 4 seconds	6	Grey screen 4 seconds	Rectangle	1371	1371	1371	1371	1	2765	1371	Rectangle		4.02559	1423	1	2713	0				
